Timestamp,Age,Gender,Which of the following best describes the area where you currently live?,How would you describe your political orientation?,What is the highest level of education you have completed?,Please select the description that best fits you.,"[OPTIONAL] If you work at a specific alignment organization and would like to indicate which, please do so below.

(Note: if enough researchers elect to provide this data, we may be able to tease apart findings by organization.)",What is the highest level of involvement you have achieved related to alignment/AI safety?,Please indicate how long you have been in the alignment/AI safety space.,Please select to which of the following charities you'd like these proceeds to go.,"[OPTIONAL] We will send each alignment researcher who wants one a customized report that compares their specific results to those of the field. If you'd like this, please put your email below. (Your email will be kept confidential and will never be published anywhere.)

If you don't want this, please just leave this field blank.","is talkative, communicative",keeps going until the task or work is completed,"is fairly depressed, sad",likes to cooperate with others,"is original, always having new ideas",tends to focus on the negatives,"is inventive, creative","is emotionally stable, does not get upset easily",is helpful and assists other people,"is kind, considerate of others",tends to be lazy,has a 'glass half full' mentality,does things in an efficient way,"is sociable, outgoing",is reliable in general,is full of energy,is a reliable worker,is an optimist,has a fertile imagination,gets tense often,gets nervous easily,"likes to reflect on things, play with ideas","tends to be quiet, silent","has a positive, can-do attitude",I would take a risk even if it meant I might get hurt,"Sometimes I can’t stop myself from doing something, even if I know it is wrong.",I am a believer in taking chances,Respect for authority is something all children need to learn,I enjoy taking risks in most aspects of my life,I often go out of my way to help another person,I believe that being cruel to others is morally wrong,People should conform to the traditions of society,I would call some acts wrong on the grounds that they are unnatural,"People should not do things that are disgusting, even if no one is harmed",My friends would say that I'm a risk taker,Violating standards of purity and decency is morally wrong,I am attracted to rather than scared by risk,Caring for someone weak or vulnerable is a moral obligation,People who are successful in business have a right to enjoy their wealth as they see fit,Ensuring that no one is denied their rights is important to me,Taking risks is an important part of my life,I believe it's best not to get involved in taking care of other people's personal needs,I have a hard time breaking bad habits,I am concerned about situations where some people are treated differently than others,It is important to me whether or not someone acted unfairly,Taking risks makes life more fun,"I think everyone should be free to do as they choose, so long as they don’t infringe upon the equal freedoms of others",The government interferes far too much in our everyday lives,Society works best when it lets individuals take responsibility for their own lives without telling them what to do,I don't consider myself to be a particularly helpful person,"Property owners should be allowed to develop their land or build their homes in any way they choose, as long as they don’t endanger their neighbors",I commonly make risky decisions,I wish I had more self-discipline,People should keep their troubles to themselves,Pleasure and fun sometimes keep me from getting work done.,I am good at resisting temptation.,I'm not the sort of person who often comes to the aid of others,"I do certain things that are bad for me, if they are fun",Which would you prefer?,Which would you prefer?,Which would you prefer?,Which would you prefer?,Which would you prefer?,Which would you prefer?,Which would you prefer?,Which would you prefer?,Which would you prefer?,Which would you prefer?,"Please broadly indicate how much promise you see in each of the following buckets of alignment approaches, as described in Shallow review of live agendas in alignment & safety.  [Understand existing models (evals, interp, science of deep learning)]","Please broadly indicate how much promise you see in each of the following buckets of alignment approaches, as described in Shallow review of live agendas in alignment & safety.  [Control the AI (deception, model edits, value alignment, goal robustness)]","Please broadly indicate how much promise you see in each of the following buckets of alignment approaches, as described in Shallow review of live agendas in alignment & safety.  [Make AI solve it (scalable oversight, cyborgism, self-alignment)]","Please broadly indicate how much promise you see in each of the following buckets of alignment approaches, as described in Shallow review of live agendas in alignment & safety.  [Theory work (agency, corrigibility, ontology, framework building)]",I currently support pausing or dramatically slowing AI development,Advancing AI capabilities and doing alignment research are mutually exclusive goals,The alignment problem is mainly about control rather than coexistence,Alignment research that has some probability of also advancing capabilities should not be done,I expect there will be AGI in the next five years,I expect there will be superintelligent AI in the next five years,We will have made significant progress in alignment before we get AGI,Current alignment research is on track to solve alignment before we get AGI,The current alignment research landscape covers the space of plausible approaches to alignment well,Alignment should be a more multidisciplinary field,"Alignment researchers require a computer science, mathematics, physics, engineering, or related  background",Field-level success in alignment requires ensuring that the right kinds of thinkers are involved in the field,"If the government were to provide significant funding for advancing alignment research, I would be...","If I were forced to choose, I would say that the three most important properties that a good alignment researcher should have (of the following list) are","[OPTIONAL] If there are any other property or properties (at the same level of abstraction) besides the ones you selected above that you would have selected were it on the list, please list the property or properties here.","If I were forced to choose, I would say that the single most important property that a good alignment researcher should have (of the following list) is","[OPTIONAL] If there is any other single property (at the same level of abstraction) besides the one you selected above that you would have selected were it on the list, please list the single property here.","Please indicate how much promise you think the alignment research community as a whole sees in each of the following buckets of alignment approaches, as described in Shallow review of live agendas in alignment & safety.  [Understand existing models (evals, interp, science of deep learning)]","Please indicate how much promise you think the alignment research community as a whole sees in each of the following buckets of alignment approaches, as described in Shallow review of live agendas in alignment & safety.  [Control the AI (deception, model edits, value alignment, goal robustness)]","Please indicate how much promise you think the alignment research community as a whole sees in each of the following buckets of alignment approaches, as described in Shallow review of live agendas in alignment & safety.  [Make AI solve it (scalable oversight, cyborgism/human-AI enhancements, self-alignment.)]","Please indicate how much promise you think the alignment research community as a whole sees in each of the following buckets of alignment approaches, as described in Shallow review of live agendas in alignment & safety.  [Theory work (agency, corrigibility, ontology, framework building)]",I believe that the alignment research community supports pausing or dramatically slowing AI development,I believe that the alignment research community thinks that advancing AI capabilities and doing alignment research are mutually exclusive goals,I believe that the alignment research community thinks that the alignment problem is mainly about control rather than coexistence,I believe that the alignment research community thinks that alignment research that has some probability of also advancing capabilities should not be done,I believe that the alignment research community expects there will be AGI in the next five years,I believe that the alignment research community expects there will be superintelligent AI in the next five years,I believe that the alignment research community thinks we will have made significant progress in alignment before we get AGI,I believe that the alignment research community thinks that current alignment research is on track to solve alignment before we get AGI,I believe that the alignment research community thinks that the current alignment research landscape covers the space of plausible approaches to alignment well,I believe that the alignment research community thinks that alignment should become a more multidisciplinary field,"I believe that the alignment research community thinks that alignment researchers require a computer science, mathematics, physics, engineering, or related  background",I believe that the alignment research community thinks that field-level success in alignment requires ensuring that the right kinds of thinkers are involved in the field,"If the government were to provide significant funding for advancing alignment research, I believe that the alignment research community would be...","If the alignment research community as a whole were forced to choose, I believe they would say would say that the three most important properties that a good alignment researcher should have (of the following list) are","[OPTIONAL] If there are any other property or properties (at the same level of abstraction) besides the ones you selected above that you would have selected were it on the list, please list the property or properties here.","If the alignment research community as a whole were forced to choose, I believe they would say that the single most important property that a good alignment researcher should have (of the following list) is","[OPTIONAL] If there is any other single property (at the same level of abstraction) besides the one you selected above that you would have selected were it on the list, please list the single property here.","[OPTIONAL] What, if anything, do you think is neglected in the current alignment research landscape? Why do you think it is neglected?","[OPTIONAL] How would you characterize the typical alignment researcher? What are the key ways, if any, that you perceive the typical alignment researcher as unique from the typical layperson, the typical researcher, and/or the typical EA/rationalist type?","[OPTIONAL] How would you characterize the typical alignment researcher? What are the key ways, if any, that you perceive the typical alignment researcher as unique from the typical layperson, the typical researcher, and/or the typical EA/rationalist type?"
,,,,political,,seniority,,highest_achievement,,charity_choice,email_report,e1,c1,n1,a1,o1,optimism1,o2,n2,a2,a3,c2,optimism2,c3,e2,c4,e3,c5,optimism3,o3,n3,n4,o4,e4,optimism4,risk1,selfcontrol1,risk3,trad1,risk4,communal2,compassion2,trad4,trad5,trad2,risk2,trad3,risk5,compassion5,liberty3,compassion3,risk6,communal3,selfcontrol2,compassion4,compassion1,risk7,liberty2,liberty4,liberty1,communal1,liberty5,risk8,selfcontrol3,communal5,selfcontrol4,selfcontrol5,communal4,selfcontrol6,delaydiscounting1,delaydiscounting2,delaydiscounting3,delaydiscounting4,delaydiscounting5,delaydiscounting6,delaydiscounting7,delaydiscounting8,delaydiscounting9,delaydiscounting10,pi1,pi2,pi3,pi4,,,,,,,,,,,,,,,,,,pc1,pc2,pc3,pc4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,scoring,scoring,scoring,scoring,scoring,reverse,scoring,reverse,scoring,scoring,reverse,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,reverse,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,reverse,scoring,scoring,scoring,scoring,scoring,scoring,scoring,reverse,scoring,scoring,scoring,reverse,scoring,reverse,reverse,scoring,,,,,,,,,,,,,,,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,,,,,,,,,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,scoring,,,,,,,
,,pie,pie,pie,pie,pie,,pie,pie,pie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,histogram-categorized,,,,,,,,,,,,,,,,,,,,,histogram-categorized,,,,,,
,Age,Gender,Living Area,Political Orientation,Education Level,Funding History/Status,,Alignment/AI Safety Involvement,Duration as Researcher,Charity Choice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understand existing models,Control the AI,Make AI solve it,Theory work,,,,,,,,,,,,,,,,,,Understand existing models,Control the AI,Make AI solve it,Theory work,,,,,,,,,,,,,,,,,,,,
2/2/24 18:14,23,Male,"Urban (City center, high-rise buildings, dense population)",Moderately progressive,Bachelor's degree,I have received funding to work part- or full-time on alignment/AI safety at least once,,I have read multiple technical publications on alignment/AI safety,6-12 months,FHI (https://www.fhi.ox.ac.uk/),,5,4,4,5,5,4,5,4,4,5,2,3,4,4,4,4,4,3,5,4,4,5,1,4,5,2,4,2,4,5,4,2,1,1,5,1,4,4,3,3,3,1,4,2,4,4,2,3,2,2,2,3,5,1,3,3,2,4,$85 in 14 days,$55 in 25 days,$85 in 35 days,$35 in 10 days,$85 in 35 days,$30 in 75 days,$80 in 70 days,$55 in 45 days,$35 in 25 days,$55 in 55 days,Unsure/agnostic,Somewhat promising,Somewhat unpromising,Somewhat promising,4,1,3,1,2,4,3,2,1,3,3,4,4,"high intelligence, a strong work ethic, a strong ability to write/communicate",,high intelligence,,Somewhat promising,Somewhat promising,Somewhat unpromising,Unsure/agnostic,4,2,3,1,2,4,2,2,2,2,4,5,3,"high intelligence, a strong work ethic, a strong ability to collaborate",,high intelligence,,,,"I don't think there's a common standard for what 'an alignment researcher' is, which makes a lot of these questions very hard to answer, and in particular I think there are ways I expect more junior researchers to have opinions that systematically differ from more senior ones (eg/ more worried about capability externalities)"
2/2/24 18:55,40,Male,"Rural (Countryside or small towns, open spaces, low population)","mix of progressive, libertarian, and idiosyncratic ",Master's degree,I have received funding to work part- or full-time on alignment/AI safety multiple times,,I have read multiple technical publications on alignment/AI safety,2-4 years,CAIS (https://www.safe.ai/),,3,4,2,5,5,3,5,2,5,5,3,3,2,2,4,2,4,2,5,5,4,5,4,4,5,1,5,3,3,5,5,2,1,1,4,1,4,4,3,4,4,1,4,3,3,4,3,3,4,1,4,2,5,2,2,2,1,4,$85 in 14 days,$55 in 25 days,$85 in 35 days,$35 in 10 days,$83 tonight,$21 tonight,$80 in 70 days,$48 tonight,$25 tonight,$53 tonight,Somewhat promising,Very promising,Somewhat promising,Somewhat promising,4,1,5,2,5,4,3,2,2,4,2,4,5,"high intelligence, strong creative/innovative ideation, a strong ability to collaborate",safety mindset,high intelligence,,Somewhat promising,Somewhat promising,Somewhat promising,Somewhat unpromising,4,3,4,4,4,3,3,2,4,2,4,4,5,"high intelligence, strong research experience, a strong ability to write/communicate",,high intelligence,,Governance strategy ,Farsighted abstract thinker,"Just because lots of people are trying to do category X, doesn't mean I think X is being done well"
2/2/24 20:39,23,Other,"Suburban (Residential neighborhoods, near a city, lower density)",Singularity has eclipsed these labels. I was left-anarchist-leaning before. Now I am simply a negative-leaning utilitarian working to maximize this in the new optimal way.,"Some college, no degree","I am familiar with alignment/AI safety, and I have engaged meaningfully with the field",,I have published ONE well-received* technical work on alignment/AI safety,1-2 years,AI Safety Camp (https://aisafety.camp/),,3,4,4,4,5,3,5,2,4,5,2,3,4,2,4,4,4,3,5,3,4,5,4,3,3,2,4,1,2,4,5,1,1,1,2,1,3,4,2,4,2,3,2,4,5,2,4,4,3,1,3,1,4,1,4,4,4,2,$85 in 14 days,$55 in 25 days,$85 in 35 days,$35 in 10 days,$83 tonight,$30 in 75 days,$80 in 70 days,$48 tonight,$35 in 25 days,$53 tonight,Somewhat unpromising,Somewhat promising,Somewhat promising,Somewhat promising,3,2,4,3,5,5,3,3,1,3,1,5,4,"high intelligence, a strong work ethic, strong creative/innovative ideation","Openness to new ideas, including their own new ideas: not holding themselves back over the beliefs of others",strong creative/innovative ideation,,Somewhat promising,Somewhat promising,Somewhat unpromising,Somewhat promising,4,2,4,3,4,4,2,2,2,3,2,4,4,"high intelligence, a strong work ethic, a strong ability to write/communicate",,high intelligence,,,,
2/2/24 21:13,29,Male,"Urban (City center, high-rise buildings, dense population)",Moderately progressive,Bachelor's degree,I actively lead or help lead a technical alignment research group/organization,,I have published FIVE OR MORE well-received* technical works on alignment/AI safety,4+ years,SERI MATS (https://www.matsprogram.org/),,5,4,2,4,5,2,5,3,4,3,2,3,3,5,3,3,3,3,4,4,2,5,2,3,5,3,4,3,4,4,5,2,2,2,2,1,2,4,4,4,4,2,3,4,4,4,4,3,2,3,4,2,4,2,4,4,2,4,$85 in 14 days,$55 in 25 days,$85 in 35 days,$35 in 10 days,$85 in 35 days,$30 in 75 days,$80 in 70 days,$55 in 45 days,$35 in 25 days,$55 in 55 days,Somewhat unpromising,Unsure/agnostic,Unsure/agnostic,Somewhat unpromising,4,1,4,1,2,2,3,2,3,2,3,4,3,"high intelligence, a strong work ethic, strong research experience",,high intelligence,,Somewhat promising,Somewhat promising,Very promising,Somewhat promising,4,3,3,2,2,2,4,3,3,4,4,4,4,"high intelligence, a strong work ethic, strong research experience",,high intelligence,,,,
2/2/24 21:26,21,Male,"Suburban (Residential neighborhoods, near a city, lower density)",Moderately progressive,Bachelor's degree,I have received funding to work part- or full-time on alignment/AI safety at least once,,I have published ONE well-received* technical work on alignment/AI safety,1-2 years,FAR AI (https://far.ai/),,2,5,3,2,4,4,4,4,3,4,3,4,4,2,3,3,5,4,3,4,4,5,2,3,5,2,5,4,4,4,5,1,4,2,4,1,3,2,5,2,4,1,5,4,4,2,1,2,1,2,2,4,5,1,4,2,2,2,$85 in 14 days,$55 in 25 days,$85 in 35 days,$35 in 10 days,$85 in 35 days,$30 in 75 days,$80 in 70 days,$55 in 45 days,$35 in 25 days,$55 in 55 days,Somewhat promising,Somewhat promising,Somewhat promising,Very unpromising,4,1,4,1,2,1,4,2,3,3,5,4,5,"high intelligence, a strong work ethic, a strong ability to write/communicate",Research experience and credentials. ,high intelligence,Ability to communicate is also very important. ,Unsure/agnostic,Unsure/agnostic,Unsure/agnostic,Somewhat unpromising,5,2,3,3,5,3,1,1,2,4,4,4,4,"high intelligence, a strong work ethic, strong creative/innovative ideation",,high intelligence,,,,
2/2/24 21:30,28,Nonbinary,"Suburban (Residential neighborhoods, near a city, lower density)",Centrist,"Doctorate degree (e.g., PhD)",I have received funding to work part- or full-time on alignment/AI safety at least once,,I have read multiple technical publications on alignment/AI safety,6-12 months,SERI MATS (https://www.matsprogram.org/),,3,3,4,4,3,4,3,1,4,4,4,2,3,2,3,2,2,2,2,3,2,4,4,3,2,3,3,3,2,3,5,1,1,1,1,2,2,4,3,4,1,3,4,3,4,3,4,2,3,3,3,2,5,2,4,2,3,4,$85 in 14 days,$55 in 25 days,$85 in 35 days,$35 in 10 days,$85 in 35 days,$30 in 75 days,$80 in 70 days,$55 in 45 days,$35 in 25 days,$55 in 55 days,Somewhat promising,Unsure/agnostic,Somewhat promising,Somewhat unpromising,3,2,3,2,3,3,2,1,3,3,4,4,5,"high intelligence, strong research experience, a strong ability to collaborate","Aligned with the right goal, ie actually wants to address the problem",strong research experience,,Somewhat promising,Unsure/agnostic,Somewhat promising,Somewhat unpromising,4,4,4,3,4,3,2,1,2,2,4,4,4,"high intelligence, strong research experience, strong creative/innovative ideation",,strong research experience,,,,
